movie,sentence,score
올빼미,무서운거 잘 못봐서 좀 걱정했는데 정말 딱 스릴있게 재밌게 봤어요! 긴장감과 몰입도가 높아서 엄청 집중해서 보게 되네요!! 너무 재밌게 잘봤습니당~~,10
탄생,영화 보는 내내 감동이 벅차 올랐던 영화!!!한번 더 다시보고 싶을 정도네요^^,10
스포트라이트,우리나라기래기들한텐 본받으라는 말조차 아까운이야기,10
헤어질 결심,탕웨이의 치명적임에서 빠져 나올 수 없는 영화,10
올빼미,와우 오랜만에 극장에서 볼만한 영화가 나온듯 초반엔 지루했으나 반전 나올 때부터 엄청 몰입해서 봄 추천할 수 있는 영화! ,10
이스케이프 룸,오징어 게임 이전에 이게 있었다!!,8
올빼미,개연성이 좀 부족한게 흠..연출과 연기는 뛰어나서 초반 지나고부턴 영화에 집중이 잘됨. 간만에 괜찮은 스릴러물인듯..,9
압꾸정,재밌게 봤어요. 볼만해요.,7
갓파 쿠와 여름방학을,자연 파괴라는 현실적 문제를 신비롭고 정겨운 동화로 풀어낸 눈물겨운 명작.,10
올빼미,시국을 잘못 읽는 왕의 찌질함,8
세이레,"소재가 아주 좋은데 늦어서 반밖에 못봐서 아쉬워요,",7
올빼미,"연기가 한몫한 영화...역사는 승자의 것!...스토리가 약간의 아쉬움이 있지만...볼만합니다. 진짜, 이 영화처럼 나쁜사람은 벌 받고선의를 행한 사람은 행복하게 잘 살고 그런세상이면 좋겠습니다.",9
"바르도, 약간의 진실을 섞은 거짓된 연대기",화면 큰 데서 보세요.심리적 체험감..영화 좋습니다.,8
원피스 필름 레드,연출이랑 ost 너무 좋았다. 진짜 너무 재밌었음,10
엑스텐션,거의 20년전 영화지만 연출좋고 끝까지 긴장감 유지시키는 제대로 된 스릴러영화임. 근데 네이버 줄거리에 스포를 하면 어쩌잔거지.. 뇌가 없나요 담당자님? ,10
올빼미,Night Owl Day Blind ,10
탄생,연기자들의 탁월한 연기력에 감동이 배가 되었습니다. 쉽지않은 역할들이었을텐데 멋진 연기 보여주셔서 영화관을 나오는 내내 울음을 멈추기가 힘들었습니다.,10
올빼미,간만에 영화같은영화봤다,10
올빼미,마지막까지 재미있게 봤어요.,7
탄생,우리나라..그리고 천주교 역사를다시 한번 되새길 수 있는 영화입니다.순교.. 희생..고귀한 단어네요,10
폴: 600미터,별 기대 없었는데 재밌었어요.,7
리멤버,소재도 좋았고 연출과 내용 연기까지 너무 좋았습니다. 진짜 좋은 영화입니다 영화 보면서 펑펑 울고 웃었습니다영화 만드신 분들께 고맙다고 전해드리고 싶어요,10
마당을 나온 암탉,박철민은 전문 성우해도 되겠네...  더빙 ㅈㄴ잘해,10
탄생,다른분이 지루하단말을 듣고 긴시간 걱정을 했는데 보는 사람의 차이라는걸 알았습니다. 웃고 감동하고 눈물흘리고 교우로서 우리나라의 천주교 역사에 대해 많이 배우게 되는 시간이 되었습니다. ,10
압꾸정,마동석 개인기가 커서 재미가 없지는 않음 소소하게 잔잔바리로 웃기는 영화   인생에서 사람 믿을게 아니라는 의미심장한 메세지도 있음,8
올빼미,그냥그런한국영화.. 요즘 볼만한 영화가 없긴하구나,6
올빼미,탄탄하게 잘 짜여진 스토리와 유해진 류준열의 명품연기!!,10
요정,일상속에서 쉽게 볼수있는 갈등을 활용하여 몰입감있게 잘 표현하였다 배우들의 연기력과 지루하지 않은 스토리가 아주 좋았다 그러나 짧은 러닝타임 때문인지 이해가지 않는 부분이 몇몇 있었고 결말또한 아쉬움이 남았다 ,8
압꾸정,마동석 이름으로무조건 믿고 봤다가는실망 감당 못함,1
올빼미,우와….몰입 미쳤고 오랜만에 ㄹㅇ재밌는 영화 본듯,10
압꾸정,너무너무 재미있고 두 배우의 콜라보가 너무 인상깊고 좋았어요!! 강추입니다!,9
올빼미,류준열에 맹인연기 / 유해진에 왕연기 신선하면서 재밌었음 / 중간중간 웃긴장면도있고 전체적으로 영상미도 좋아요,10
올빼미,"배우들 연기잘하고, 몰입도 최고~~!!!^^ ~♡ ",10
본즈 앤 올,사람을 먹으면 그의 외로움도 같이 먹히는 건가?,7
올빼미,연기신들의 대결! 연출 정말 좋았습니다.,10
올빼미,솔직히 역사 잘 모르는 사람은 ? 할거고잘 아는 사람은 개쩐다 외칠것 같음자신이 만약에 역사천재다. 라고 하시는분들강추임^^,8
쿵푸팬더3,기 받아 가겠습니다!!,7
올빼미,약간 허무맹랑한 영화....재밌다고 해서 봤는데...음 나는 그냥그랬음,6
올빼미,배우들 연기가 훌륭하다 .. 유혜진 배우 코미디나 동네 아저씨 같은 느낌으로 접하다가 연기 보고 진짜 지릴뻔했다.. 다른 사람 말처럼 결말은 뭔가 아쉽지만 스토리도 나름 괜찮고 스릴있어서 숨 죽이고 봤다.. 또 보고싶을정도 ㅠ ,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","분명 연출에서 아쉬운 점도 있고, 어느정도 클리셰도 있지만 달달하고, 슬플 때도 슬픈게 좋았다",9
블랙 팬서: 와칸다 포에버,재미있게 보았습니다.,8
올빼미,무난했습니다. 배우들 연기는 좋았지만 스토리가 빈약한 느낌... 굳이 없어도 될 장면도 많았고   뭔가 뭔가 음 네 기대는 많이하지 말고 가시길!,8
올빼미,명배우들의 연기가 무척 기대되어 예매했었습니다.심장이 조여오는 스토리와 배우들의 명연기는 환상의 조합이었습니다. 충격적인 장면들이 계속 뇌를 스치네요! 잘봤습니다. ,10
원피스 필름 레드,진짜 재미없음 걍 공짜로 뜨면보셈,1
올빼미,"유해진 리얼 인조 같고, 김성철도 너무 무섭게 잘하던 씬이 있었음. 올해 최고의 사극 ",10
명탐정 코난: 할로윈의 신부,괜찮은데 무료함을 보내기에,7
기억의 밤,넷플리스에서 우연히 클릭햇다가3류배우 문성근 나오는거보고 바로 껏어야햇다.개연성없는 문재인포장해서 내보내고김영삼 능력없는 대통으로 내보내고.그런다고 문재인이 대단한 대통으로 역사에 남을일은 1도없을테니 성근아 꿈깨라.ㅈㅃㅅㅋ.영화도 지ㅅㄲ이념포장질.한심한 눔.3류배우  문성근의 3류 영화.,2
스트레인지 월드,재밋고 아이디어 좋았습니다.,8
멀홀랜드 드라이브,이 영화에서 단 한가지 뚜렷한 것은 린치 감독이 거대 자본의 논리에게 화를 내는 것,9
블랙 팬서: 와칸다 포에버,그저 그립습니다...,7
원피스 필름 레드,노래가 많아서 불호인 사람도 있지만 난 호 갠적으로 너무너무 좋았어요ㅠㅠ,10
올빼미,오랜만에 제 감정을 쥐락펴락하는 영화를 만나서 정말 반갑네요. 보실 생각이시면 영화관에서 보시는걸 추천드립니다…감동이 달라여,10
압꾸정,저는 스트레스 풀러 봤는데 생각보다 꽤 재밌었어요 ㅎㅎ 가볍게 웃고 편히 볼 영화,10
올빼미,깔끔한 스토리에 합 최고의 멋진 연기력!!! 진짜 최고!!,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",보면서 눈물 좔좔 흘리긴 했는데… 중후반부까지 좀 루즈해요.. 그래도 영상미 너무 이쁘고 배우들이 존잘존예예용,7
올빼미,관람 끝나자 마자 조만간 또 봐도 좋을 만한 영화라고 생각했다.,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",영화 끝나고 친구 보니까 우는 토마토가 되어 있더라구요,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",울고 싶우면 보세요 진짜 너무 슬퍼요 ㅠㅠ,10
본즈 앤 올,"한번쯤 본듯한 설정의 이야기인데, 티모시 살라메가 이 역할에 너무 잘 어울린다. 감독이 전작과는 다르게 색다른 로맨스 연출에 도전해보고 싶었던것 같다. 보고나면 모두 다 마지막 장면을 위한 빌드업이 아니었을까 싶다. 아울러 나인인치네일스 트렌트 레즈너 형님의 OST는 굿.",7
데시벨,호불호 많이 갈려서 기대 안하고 갔는데 전 재밌게 봤어요,8
고속도로 가족,인생은 담다디 할때가 제일 좋을때다.,8
올빼미,두배우의 연기와 탄탄한 스토리 굿!올 겨울마무리 영화로도 손색없는 영화한번 더 보고싶어요,10
올빼미,너무 재밌어요 기대없이 봤는데 연기랑 스토리 쩔었습니다,10
올빼미,"역사 공부할 때, 누구나 한 번 쯤 아쉽고 찜찜한 기분이 드는 부분 재미있는 상상, 아쉽지만 속시원한 결말~ 유해진의 연기력, 잘 생겨지고 있는 유준열~ 나올 때 잔잔한 미소를 머금고 나온 영화였습니다. 감독님 궁금해서 찾아보니 왕의 남자 조감독님이셨네요",10
아메리칸 뷰티,&amp;#39;진짜&amp;#39; 예쁜 영화   ..,9
그녀가 죽은 밤,갑자기 살아나는게 말이되나 ㅋ파우가 능력이 좋은가 심정지가 다시 살아나다니...,8
올빼미,50000점 영화입니다,10
올빼미,살인사건이 일어나는 그 순간부터 숨쉴틈없이 재밌다 믿고 보는 유해진 류준열,10
압꾸정,지루했어요….ㅠㅠㅠ,6
올빼미,재미있었습니닭그러고보나꺼 닭먹고 싶다,10
올빼미,본연의 맛이 훌륭한데 조미료를 넣을 필요가 있었을까,7
판도라,국가전복 좌파세력들이 기획한  탈원전문화공작 쓰레기영화..,2
올빼미,"뛰어난 연기력, 울림과 여운을 주는 영화입니다!",10
헌트,자막을 넣어야 할 듯 마지막에 하나도 안들림,6
올빼미,보는내내 손에 땀나면서 봤습니다.. 배우들 연기 한명한명 그저 말이 안나오네요 꼭 보세요 !!!,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",마지막 부분이 너무 슬퍼서 눈물났음ㅠㅠ 기대안하고 봤는데 너무 재미있었음. 안봤으면 후회했을듯.,10
엔시티 드림 더 무비 : 인 어 드림,엔시티드림 영원하세요,10
티켓 투 파라다이스,"뻔한 캐릭터, 뻔한 전개, 뻔한 엔딩. 그 와중에 능청스런 조지클루니 연기 보는 재미정도",2
올빼미,와. 시간 가는 줄 모르고 봤네요 강추,10
만인의 연인,너무좋았어요 진짜!!,10
동감,굿굿굿~~~~!!!,10
본즈 앤 올,콜바넴과 티모시를 사랑한다면 충분히 볼만한 영화 그러나 다소 아쉬운 점이 많았달까? ,7
탄생,감동적이며 역사적 사건이라 더욱 와다았다 ,10
메기,불교영화라고 하겠다.,8
압꾸정,진짜 재밌어요 !! 완전 추천 !,10
압꾸정,가볍게 즐기라고 만든영화같은데 그런점에서 마동석식 유머가 좋았음.  연기도 좋았어요~^^,10
올빼미,진짜 영화를 너무 오랜만에 봐서 그런 지는 모르겠지만 난 너무 재밌었음,9
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",아니 너무 슬퍼서 영화 끝나기전 10분전부터 계속 울었어요ㅠㅠㅠ,10
올빼미,준열이 나와서 봤는데 영화 집중은 잘 안됨,5
데시벨,댓글에 데시벨 끝에 발로 바꿔야 한다는 댓글있었는데 무슨 말인지 알것 같음 중간중간 마다 ㅅ1발소리 나오긴함 ,8
실종,거장의 대표작이라 말해도 손색없음,8
블랙 팬서: 와칸다 포에버,진짜 개지루함 비추합니다,1
엔시티 드림 더 무비 : 인 어 드림,콘서트현장에 온줄알았어요. 최고의 작품입니다. ,10
리멤버,왠지모를 애잔함이 마음속에서 올라옵니다…,10
올빼미,높은 집중력으로 관람했네요. 몰입도가 좋습니다,10
올빼미,유해진 연기가 아니라 진짜 신들린거같음... 빙의된 상태에서 영화촬영한듯.... 꼭 보세요..,10
탄생,비종교인으로 시간가는 줄 모르고 봤습니다. 내용은 너무 종교적인게 많아서 너무 치우치는 감이 있으나.영상미가 너무 좋았습니다.,8
올빼미,조선스릴러..너무신박해서 재밌어요ㅋㅋㅋ,10
압꾸정,기대하지말고 그냥 웃으러 가세요 ㅋㅋㅋ,10
원피스 필름 레드,샹크스 등장할때마다 온몸에 전율이 돋음ㄷㄷ 우타노래 정말 감동적임 ..,10
올빼미,류쥰열 미친 연기력. 유해진의 돌아이 인조연기력.천만영화 가즈아!!!,10
올빼미,픽션인 부분이 크겠지만 마음에 와 닿는 스토리와 연기자들의 몰입도 높은 연기를 볼 수 있어서 정말 재미있게 보았습니다.,10
올빼미,올해 역대급 영화입니다2시간이 너무 빨리 지나갔어여기승전결이 완벽하네요 ㅎㅎ,10
탄생,감동적인 역사이야기와 연기를 너무 잘해서    눈물안나올수가없었네요.,10
올빼미,역시 류준열 앤 유해진 투유조합 긋굿,10
압꾸정,마동석식 액션이 적어서 아쉽지만 재밌게 봤어요.,10
올빼미,최고의 사극.왜 8점대인지 모르겠다.,10
탄생,"큰 기대없이 상영관으로 입장하였는데 시작부터 끝날때까지 감동을 안겨주는 영화였네요.. 다시한번 나를 되돌아보는 시간이 되기도 했고, 김대건 안드레아 신부님의 대단함에 다시 한번 감동...ㅠㅠ 최근들어 가장 많은 눈물을 흘렸네요~^^",10
올빼미,오랜만에 제대로 만들어진 퓨전사극 영화라고 생각함!!,9
올빼미,영화관에서 보고 나왔지만 또 보고싶은 영화,10
시카고,nice and nice,10
탄생,두시간 반이 전혀 지루하지 않고 잘봤습니다. 근현대사를 보는 재미도 쏠쏠한 좋은 영화입니다,10
탄생,윤시윤 잘생기고 연기 아주 휼륭합니다,10
벤자민 버튼의 시간은 거꾸로 간다,이영화는 한 2년에 한번? 보는거 같은데 매번 새롭다 나도 나이를 먹어가나봐,10
대무가,6점은 좀 억까고 무당이라는 소재로 영화 잘 만듬 8점은 되야할듯 ...,10
